label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
hello,-0.009880690268189577,-0.127329742328246,0.025086471229563912,0.08088673884284782,0.033060835996722764,0.160847445615514,-0.050728855503189375,-0.09345668672418792,-0.009841930650368296,0.0020604046158390877,-0.1010694433465986,0.0808582713967344,-0.16059537912427813,0.13460400793631752,-0.20186949979462365,0.07456949902157554,-0.0173590273011898,0.1827862745005102,0.19670323351622865,0.09798512526716535,-0.11681830255057826,0.015496851803230714,-0.21511969838606954,-0.12146294649636272,0.0846910447124336,0.06943934860439269,0.007834336533024823,-0.022235910314577983,0.03767170891876072,-0.06617029880352183,0.0092128543123158,-0.13427774006155954,-0.12595096785584262,-0.12133286353579337,-0.15770280491920213,0.047923599545113806,0.06254845226589355,0.12290780169658755,0.03788763634695447,0.13486421958424202,-0.12878157241146254,0.08668239000197005,-0.0775533153266551,-0.11903113860133308,-0.11948838601063597,0.1140656053495385,-0.08148398719942318,-0.16008508635301066,0.1465943568597785,-0.0706334224658383,0.09415137451135774,0.22906802951019328,0.07924778492316319,0.11896613909355716,0.07702203152156886,0.011990096545297037,-0.0005105126064545341,0.02133614655159957,0.019142153501933063,0.0016570632953257253,0.05561734541130475,-0.11660824727151467,-0.08883751060228823
hello,-0.00627009115076663,0.029252102322028364,0.015286385899045438,-0.05711128499429015,-0.01579050086647987,0.03030436123239641,-0.07326114716139019,0.057057158657342094,0.0931371904773458,0.11722110164557718,0.03662134752610995,-0.027463554673056785,0.01390294523541823,0.13634116060703486,-0.12813473703343067,0.07516537230740805,-0.12268839396622962,-0.2658522778766894,-0.10579936002186732,-0.02494649764983587,-0.08949978282933767,0.07657023261654307,0.08476714679018413,-0.05349524342506856,0.1257008047990232,0.0015714829922369201,-0.1638508017947959,-0.013797956568564366,0.10485149963610846,0.015986338827021735,-0.030479089985276445,0.028508212500406596,0.007160329259997326,-0.07595061690007675,0.051982205775212946,0.00643686765535422,0.02519587172538958,0.12338742391579563,-0.10331546120527085,0.13740441538609213,-0.2216242524281262,-0.09526168715338033,-0.22494768392719078,-0.03380770914870913,0.0762288790605174,-0.01506173165515752,0.12591970296594138,-0.009965179089812136,0.06962007041895536,-0.057900616329086996,0.07664722635938132,-0.03969918034294057,-0.03833229032791581,-0.06576829238621798,-0.0317090208661299,0.0999347036384469,-0.06364265657021363,0.20435697358511107,0.0450893644837054,-0.10107929397544096,-0.16819146319247572,0.06510271850204527,0.1235778546397801
hello,0.09002504152548742,0.12118905668928029,-0.035315708950648346,0.23308493222323273,-0.01549260249250872,-0.0707603345552799,0.06539713829491625,-0.06620755520324884,-0.23479735328073478,-0.18030821779486794,0.0592773619041384,0.022694378740334753,0.048189077615611364,-0.2463682816643703,-0.11053270384404737,-0.08163205122338714,-0.01990219567456858,0.0035625423243279214,-0.2471940582183761,0.03596285730734465,0.14269050864888874,-0.10619870468422277,0.07510166394441005,-0.10840962921655393,0.02865958833442189,-0.0444244760778896,0.029772340248621618,-0.09341446971420206,0.09426930592954387,-0.07130165351203145,0.010142610296251412,0.004780826863654489,0.2951310879496722,0.10027119735636132,0.10246580427989814,0.1399246470881422,0.016598303878425414,-0.0744774460502438,-0.010147985567834713,-0.19444364288925112,-0.2308745793603794,0.013819673069519546,0.10169194418063839,-0.08889921427260444,-0.05353547267195727,-0.010112758440296882,-0.0647252793736585,-0.24570073552945454,-0.0308190200522174,-0.10383449776312888,-0.05870563466980693,0.18309931059275864,-0.0360991693043888,0.04070093956426404,0.03006135962233816,0.05494091289310798,0.056784377554942006,-0.09068128652051638,-0.052014356087957764,-0.04466126544587936,0.10028014564407445,0.06300733297171718,-0.051192894112340404
hello,-0.031274406786475605,0.09016604221061757,-0.20638667920558343,0.017518478939626898,0.08483306363762055,-0.1331657486814602,-0.06331716405233108,0.07463642449671336,-0.10048914610728271,0.015075327358549146,0.015155674393009489,-0.062401151179388596,-0.04827164837181169,0.2750610404814446,-0.09076789160503862,-0.05756781756494607,0.1243595550051912,0.01264164936648417,0.012414209860029965,-0.04969400432156238,0.18189373939087838,0.1326651142996416,0.024252101643245247,-0.009146312314281849,0.06477773307206657,-0.06930207284339494,-0.032135827581251435,-0.004386569399706258,0.16891635483923206,-0.08365966030791747,-0.0982935979363404,0.14583305618227158,-0.01933430899438728,-0.05535318668192284,-0.020331795493199432,-0.009701342179857282,-0.11080406799690928,-0.1049927196865736,0.004820089084055735,-0.04924224179591722,-0.05843179933644066,-0.050348699528677945,-0.05110112130620307,0.03491825914229099,-0.06356776018185901,-0.0457104169870637,0.11683786061345901,0.0035739790211643456,-0.1251435744615254,-0.09098265084560536,-0.1186043431886774,-0.0666018248040238,-0.02407623451215504,0.13095293581500275,-0.12754032212318211,-0.027555126663098284,-0.16438625096233475,0.05079238826934651,-0.08437625767922179,-0.2174804829765986,-0.15750438237491388,0.1182349895538102,-0.1113200060763713
hello,-0.07762600704702469,0.13740198029557535,-0.05568506640860476,0.07180783764220083,0.097807705310481,0.016182129546622723,0.08172298956135506,0.06320911633897712,-0.044495082102900985,0.10870975948545135,0.017214835114901884,-0.03228434466509204,0.023001555336617005,-0.18874359221591058,0.03251768942107653,0.08469291642110381,-0.046004241479598994,-0.007608515548537586,0.1408714849758859,-0.14324127421006314,0.1054982808648096,-0.10346404154686283,-0.11346035075423366,-0.05493908647946777,0.028545875744948702,-0.03820169763343496,0.18495997837758493,-0.22185529882575974,0.05604673520798468,0.25124006169049806,0.018574886256492652,0.09189521466591119,-0.02647179838837213,-0.15190032506071693,0.04277939401525665,-0.0005978324329143485,-0.03644188494610481,0.06349508078416433,-0.07112482972397087,0.07900518526802025,-0.03986482328027731,0.08116929802477373,0.01754272261528304,0.26125796599169937,-0.06300880776249848,0.05781958478530951,0.01626936103186897,0.06838182182326967,0.162801652730999,-0.03818877318362528,-0.12214670464220373,-0.008441382638326176,-0.01238820167233929,-0.20485271902213475,0.08825873683571414,0.06766087596596208,0.1774682571808706,0.06137539762240464,0.0673558273901416,0.006421547793688621,-0.16154196113117114,0.22441785179575244,-0.008814496421314528
hello,-0.136501658775799,0.24632989223706156,-0.01889725024231993,0.017605344694631007,-0.08276781673488404,0.09745756422179219,0.16117579460213688,-0.06922230855384447,0.0002986444692360185,-0.05911778567956062,0.017994264095514575,0.09014580770786222,0.07084169480659074,-0.05580872291241536,-0.09621490062836406,0.18702219874514422,-0.07755045435205242,0.10743293192146691,0.026576876112043752,-0.0025019317615207364,0.23047381252068597,-0.07944190559352872,-0.10590238374689359,0.07432592387327235,0.036938838738738676,0.06311224547836547,-0.019856841327574596,-0.11453244660772464,-0.12951186116030708,0.1045540825972179,-0.06623646951836897,0.008242511875999203,-0.2334759754823173,0.1395328360139635,0.16993514554577116,0.036219773448791896,0.08905598423605411,-0.10467179406925826,0.03505072707576882,0.19406783662848884,0.04133101378374198,-0.028959300657671258,-0.21142193902720818,0.07022102777734458,0.03759870525686836,0.06474958123015256,0.07109481126814869,-0.1506232756323917,-0.02741601142570197,0.050460592733532955,0.00017868867690963922,0.030974453617237503,0.12552001933328094,0.022275689144616903,0.08797296953072015,0.12488870481405104,-0.15575126525414554,0.04249110869804294,0.019977047044961588,0.22489083710903804,-0.11406993334092462,0.1180649374570133,-0.02050425208695706
hello,0.11811337370926445,0.0015506193817044892,0.007100974985436959,0.013620344339537875,-0.16700421776676908,0.024480992428479727,-0.11232649669041186,0.1693786660055214,-0.011445650837151536,-0.19608344291995033,0.11654632573424335,-0.1054933968805856,0.10449541707835053,-0.16079370950661342,-0.02696147002797868,-0.20747218881042884,0.07176989293100165,0.006838543222987741,0.20163814136456853,-0.15474018894300118,-0.06232743293145587,0.07151712864819702,0.07510841728776142,0.0215141760094527,0.029229050034154547,0.018629922227093573,-0.005917883640973107,-0.032738637799295305,-0.04142109514954379,0.044207569196865595,-0.021944021313955134,-0.0029494851645563876,-0.03182966610581348,-0.07220826330439828,0.19228174629567915,0.011859977677166206,-0.1495887053273671,-0.036219798227870324,-0.12751385245581237,0.11182115652129042,-0.06818149377753926,0.13031903363347203,0.1425906048083625,-0.11132517405294778,-0.14070689984246185,-0.03184434803494918,0.2331537610749187,0.14153163285607717,-0.0727131316646812,0.07833614677584014,-0.04272825591088497,-0.14418777925993195,-0.04549694332106072,-0.05268102498922316,-0.07311658424017485,-0.08348348269180905,-0.0383085894831569,-0.16510546948106847,0.006439316961598312,-0.1767570089025533,0.12724543074139508,-0.013618169961787356,0.0204586085995467
hello,-0.16327228548313047,-0.1468824181083572,-0.1844911301405195,-0.08404679835728111,-0.02088025699839327,-0.07550708823184837,0.14350705809070285,-0.13555230750088296,0.013806387057991063,0.1714306496509106,-0.03203374316097268,-0.1446816106335537,0.10627787651356346,0.003039899287055567,0.014235784726995793,0.02534234722493848,-0.021497274337380492,0.08578081032108253,0.10739137988108689,-0.19453250845144804,0.09955346951713197,0.08967991695221945,-0.10034993136717059,0.10052493939915091,0.07519407916459965,-0.05709883062603972,-0.18641890347860937,-0.08248011824710165,-0.06413174066732862,0.028943245588731605,-0.13445476772199294,-0.020634373031930928,0.08356481658219511,0.05357798173151038,-0.08277413591976057,-0.014900847073394811,-0.11899554710266975,0.007561788489673736,-0.07083861282172778,0.014593252878652471,0.10470627817015132,0.19877702069829775,-0.244709165018369,0.02389530553197389,-0.12363492502993112,-0.14268508842527675,0.10769987621158279,-0.07077316587668382,-0.14801911578689989,0.095922004264165,-0.0229807306425631,0.12776909304393966,0.0043051017946099295,-0.034873462844139745,0.0074773209376608005,-0.01446985416388357,0.0055908617201986515,0.04326505974273789,-0.18687602580359589,0.20502265579121254,0.09285262976995462,-0.06024455626108393,0.07798276386557262
hello,0.01712782184539149,0.00042265179414495234,-0.0415940356033449,-0.047452708137955546,0.12442289899859527,-0.18942280893326247,-0.055328980489500384,-0.01436071189141332,-0.05447974188808489,0.0381120024288705,0.02992215142656851,-0.13478137136971344,-0.026150691625868347,-0.15317263244128262,0.1492567953934014,-0.1233985067695229,0.11241428144574671,0.1405807080499933,0.04725889712644299,0.08037079402271842,0.021248681457467465,-0.13885399683877472,0.02939654004894143,-0.03468534206643061,0.09363577175194171,-0.04694065636790431,0.12110128052745424,0.033334980174557265,0.1559002199323914,-0.230677730104648,0.10906635590663208,0.024845765752543852,-0.07615071528210472,-0.06822009197719324,0.06691713656407698,0.19760091612712194,0.10286173689374292,0.007395842550503445,0.01954213605644656,0.04210009660006638,-0.08918611175027236,0.056385462456897496,0.009976083178987108,0.02821855475483101,0.07503114490359657,0.04653500355843236,0.07122076619643145,-0.11436861135897598,0.040689399747398144,-0.042115612120329285,-0.02109829220559009,-0.12340922336667398,-0.06782865714713321,-0.028620371489230596,0.09763954908959718,-0.08414821028310933,0.19511395379588653,0.15652348651317594,-0.0908136413540886,-0.06143263297975493,0.06305914576970324,0.06505623351961191,0.11144567687910255
hello,-0.024660762714893703,0.11250806485446546,-0.11328198694247985,0.006305049813135836,-0.15491410762461305,0.030371536183546072,-0.019978756485291727,-0.18705198005230203,0.033325429703183716,-0.0577360618872535,0.010404458392104937,0.18405774420661045,0.22875091606787726,-0.11278246770779031,0.12596992570691895,-0.05085176605386346,0.30501782641771585,-0.024469336208870478,-0.11550036571316138,0.0888919197953793,-0.08850357401825296,0.10355417524625382,-0.07177355204748899,0.07735175048899993,-0.04628202714994052,0.028411258137750646,-0.003075464405379717,-0.04868905110837707,-0.11859748762744855,-0.08153060928688992,0.01256268422150824,-0.05466858751091868,-0.02672733582305864,-0.03707904086143196,0.10628564670073204,0.0011715694620684795,0.08485112141244429,0.07261507290077422,0.030180795838894603,-0.033727897897278585,-0.171811888336635,-0.09365910249062437,-0.05465416879135363,0.016859436436585287,0.016831007907442536,0.04048955280553552,-0.013083297374990203,-0.025452967184141258,-0.02929219381613964,-0.025482264152340756,0.14197276200241382,-0.0870114640807787,0.01964752079043864,0.1579437461362072,-0.008724748929220861,0.042095983219374696,0.04836165044835283,0.09364230827375404,0.1057505261511391,-0.06009733060414805,-0.0433536861422442,0.08191505264984021,0.011252974110434482
